epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
53,0.32423198223114014,0.5694137215614319,0.33831918239593506,0.5816521048545837
54,0.3238259255886078,0.569057047367096,0.3384755849838257,0.581786572933197
55,0.3226320445537567,0.5680070519447327,0.33776089549064636,0.581171989440918
56,0.3221592903137207,0.5675907731056213,0.33940449357032776,0.5825843214988708
57,0.32241061329841614,0.5678121447563171,0.33625587821006775,0.5798757076263428
58,0.32119080424308777,0.5667369961738586,0.33422818779945374,0.5781247019767761
59,0.3211096525192261,0.5666653513908386,0.3350491523742676,0.5788342952728271
60,0.32016608119010925,0.5658321976661682,0.3349718451499939,0.5787675380706787
61,0.3202185034751892,0.5658785104751587,0.33506083488464355,0.5788443684577942
62,0.31942179799079895,0.5651741027832031,0.3347376585006714,0.5785651803016663
63,0.3184598684310913,0.5643224716186523,0.33407479524612427,0.5779920220375061
64,0.31894004344940186,0.5647477507591248,0.33400478959083557,0.5779314637184143
65,0.3180752694606781,0.5639815926551819,0.33578523993492126,0.5794697999954224
66,0.31817206740379333,0.5640674233436584,0.33508020639419556,0.5788611173629761
67,0.3179871439933777,0.5639034509658813,0.33564236760139465,0.5793464779853821
68,0.31680378317832947,0.562853217124939,0.3347354233264923,0.5785632133483887
69,0.3167117238044739,0.5627714395523071,0.3371671438217163,0.5806609392166138
70,0.31655436754226685,0.5626316070556641,0.3383770287036896,0.5817018151283264
71,0.3157615065574646,0.5619266033172607,0.3343523442745209,0.5782321095466614
72,0.3152519166469574,0.56147301197052,0.33725497126579285,0.5807365775108337
73,0.31479138135910034,0.5610626935958862,0.3340800106525421,0.577996551990509
74,0.3142780661582947,0.5606050491333008,0.3337090313434601,0.5776755213737488
75,0.3141942322254181,0.5605303049087524,0.33273687958717346,0.5768334865570068
76,0.3134520351886749,0.5598678588867188,0.3360084593296051,0.5796623229980469
77,0.3135494291782379,0.559954822063446,0.33228158950805664,0.5764387249946594
78,0.3137870728969574,0.5601670145988464,0.33710309863090515,0.5806058049201965
79,0.31296801567077637,0.5594354271888733,0.33302515745162964,0.5770832896232605
80,0.31262439489364624,0.5591282248497009,0.3333061635494232,0.5773267149925232
81,0.31162571907043457,0.558234453201294,0.33289989829063416,0.5769747495651245
82,0.31152215600013733,0.5581417083740234,0.33461493253707886,0.5784590840339661
83,0.3112533688545227,0.5579008460044861,0.33343881368637085,0.5774415731430054
84,0.31092268228530884,0.5576044321060181,0.3333960771560669,0.5774046182632446
85,0.3107054531574249,0.5574095845222473,0.3347560465335846,0.5785810351371765
86,0.3107280731201172,0.557429850101471,0.3332304358482361,0.5772611498832703
87,0.3090939223766327,0.5559621453285217,0.33416274189949036,0.5780680775642395
88,0.3091185986995697,0.5559843182563782,0.33281511068344116,0.5769012570381165
89,0.3090624213218689,0.5559338331222534,0.3348293602466583,0.5786443948745728
90,0.3089023232460022,0.5557898283004761,0.3349117338657379,0.5787155628204346
91,0.3091466426849365,0.5560095310211182,0.33407866954803467,0.5779953598976135
92,0.30865800380706787,0.5555699467658997,0.3337504267692566,0.5777113437652588
93,0.3080781400203705,0.555047869682312,0.33319541811943054,0.5772308111190796
94,0.30741676688194275,0.5544517636299133,0.33537617325782776,0.579116702079773
95,0.30722272396087646,0.5542767643928528,0.33227115869522095,0.5764296650886536
96,0.30619460344314575,0.5533485412597656,0.3331465423107147,0.5771884918212891
97,0.30535972118377686,0.5525935888290405,0.3353538513183594,0.5790974497795105
98,0.30602937936782837,0.5531992316246033,0.3349040150642395,0.5787089467048645
99,0.3066502511501312,0.5537601113319397,0.33597540855407715,0.5796338319778442
100,0.30502480268478394,0.5522904992103577,0.3352164924144745,0.5789788365364075
101,0.3048783540725708,0.5521578788757324,0.33357784152030945,0.5775619745254517
102,0.30450302362442017,0.5518178939819336,0.33455890417099,0.5784106850624084
103,0.304447203874588,0.5517673492431641,0.33352404832839966,0.5775154232978821
104,0.30341836810112,0.5508342385292053,0.33663299679756165,0.5802007913589478
105,0.3039120137691498,0.5512821674346924,0.3342587649822235,0.5781511664390564
106,0.3036084473133087,0.5510067343711853,0.3338421583175659,0.5777907371520996
107,0.3030584454536438,0.5505074262619019,0.3353027105331421,0.5790532827377319
108,0.30269861221313477,0.5501804947853088,0.3336896002292633,0.5776587128639221
109,0.30158987641334534,0.5491719841957092,0.33429306745529175,0.5781808495521545
110,0.302297443151474,0.549815833568573,0.33460360765457153,0.5784493088722229
111,0.3017684519290924,0.5493345260620117,0.3347829580307007,0.5786043405532837
112,0.301563560962677,0.5491480231285095,0.3347337543964386,0.5785617828369141
113,0.301469624042511,0.5490624904632568,0.3415433168411255,0.5844170451164246
114,0.3011710047721863,0.548790454864502,0.3361127972602844,0.5797523260116577
115,0.30124568939208984,0.5488585233688354,0.33751773834228516,0.5809627771377563
116,0.30054929852485657,0.5482237935066223,0.3344690501689911,0.5783329606056213
117,0.29985329508781433,0.547588586807251,0.33442461490631104,0.578294575214386
118,0.2992236018180847,0.5470133423805237,0.33660024404525757,0.580172598361969
119,0.2997976839542389,0.5475378632545471,0.33877554535865784,0.5820443034172058
120,0.29925432801246643,0.5470414161682129,0.335143506526947,0.5789157748222351
121,0.29885873198509216,0.5466797351837158,0.3351178765296936,0.5788936614990234
122,0.2985691428184509,0.5464147925376892,0.3355656862258911,0.5792803168296814
123,0.29901692271232605,0.5468243956565857,0.33588966727256775,0.579559862613678
124,0.2979751229286194,0.5458709597587585,0.3361620008945465,0.5797947645187378
125,0.297218918800354,0.5451778769493103,0.3360427916049957,0.5796919465065002
126,0.2976846992969513,0.5456048846244812,0.3344748914241791,0.5783380270004272
127,0.29661238193511963,0.5446213483810425,0.33793848752975464,0.5813247561454773
128,0.2961686849594116,0.5442138314247131,0.34677574038505554,0.5888766646385193
129,0.2972137928009033,0.545173168182373,0.3409610390663147,0.5839186906814575
130,0.2967260777950287,0.5447257161140442,0.34039002656936646,0.5834295153617859
131,0.29580265283584595,0.5438774228096008,0.3368869721889496,0.580419659614563
132,0.2963721454143524,0.5444007515907288,0.3357662856578827,0.5794534087181091
133,0.29530149698257446,0.5434165000915527,0.34184810519218445,0.5846777558326721
134,0.29515910148620605,0.5432854890823364,0.3366639316082001,0.5802274942398071
135,0.2948105037212372,0.542964518070221,0.34142619371414185,0.5843168497085571
136,0.294506698846817,0.5426846742630005,0.33542340993881226,0.5791574716567993
137,0.29488882422447205,0.5430366396903992,0.3360098600387573,0.5796635746955872
138,0.2943483293056488,0.5425387620925903,0.33512428402900696,0.5788992047309875
139,0.2951709032058716,0.5432963371276855,0.33629801869392395,0.5799120664596558
140,0.29392099380493164,0.542144775390625,0.3406893312931061,0.5836859941482544
141,0.2928774356842041,0.5411815047264099,0.33862218260765076,0.5819125175476074
142,0.2924128472805023,0.540752112865448,0.34373652935028076,0.5862904787063599
143,0.29259732365608215,0.5409226417541504,0.33777284622192383,0.5811823010444641
144,0.29211190342903137,0.5404737591743469,0.3397761583328247,0.5829032063484192
145,0.29229897260665894,0.5406467914581299,0.3383432924747467,0.5816728472709656
146,0.291601300239563,0.5400012135505676,0.3392302095890045,0.5824347138404846
147,0.29218074679374695,0.5405374765396118,0.33780553936958313,0.5812103748321533
148,0.2913215756416321,0.539742112159729,0.3412107229232788,0.5841324329376221
149,0.29130640625953674,0.5397281050682068,0.33809569478034973,0.5814599394798279
150,0.29161641001701355,0.5400152206420898,0.3366151750087738,0.5801854729652405
151,0.2911131680011749,0.5395490527153015,0.33814406394958496,0.5815015435218811
152,0.2902637720108032,0.53876131772995,0.3391965329647064,0.5824058055877686
153,0.29084888100624084,0.5393040776252747,0.33772701025009155,0.5811428427696228
154,0.29104340076446533,0.5394843816757202,0.3374548852443695,0.5809086561203003
155,0.28987690806388855,0.5384021401405334,0.3388935625553131,0.582145631313324
156,0.2894131541252136,0.5379713177680969,0.33948275446891785,0.5826514959335327
157,0.28887972235679626,0.5374752879142761,0.3386170566082001,0.581908106803894
158,0.28866398334503174,0.5372745990753174,0.34009256958961487,0.5831745266914368
159,0.2889171838760376,0.5375101566314697,0.3380839228630066,0.5814498662948608
160,0.2888438105583191,0.5374419093132019,0.33810916543006897,0.5814715623855591
161,0.2882018983364105,0.5368443727493286,0.33998897671699524,0.5830857157707214
162,0.2874738276004791,0.5361658334732056,0.33822840452194214,0.5815740823745728
163,0.28734153509140015,0.5360424518585205,0.3393065333366394,0.5825002789497375
164,0.28774547576904297,0.5364190936088562,0.33854925632476807,0.5818498730659485
165,0.28789612650871277,0.536559522151947,0.33906427025794983,0.5822922587394714
166,0.28644123673439026,0.5352020263671875,0.34009256958961487,0.5831745266914368
167,0.28683650493621826,0.5355711579322815,0.3394082188606262,0.5825875401496887
168,0.2864234447479248,0.5351853966712952,0.33980947732925415,0.5829318165779114
169,0.2868092358112335,0.5355457067489624,0.34189653396606445,0.584719181060791
170,0.28708162903785706,0.5357999801635742,0.34162166714668274,0.5844841003417969
171,0.2862931489944458,0.5350636839866638,0.34478890895843506,0.5871872901916504
172,0.28594157099723816,0.5347350239753723,0.3418797552585602,0.5847048163414001
173,0.28514257073402405,0.5339874029159546,0.33983609080314636,0.5829546451568604
174,0.28583216667175293,0.5346327424049377,0.33960843086242676,0.5827593207359314
175,0.2845246195793152,0.5334084630012512,0.33960285782814026,0.5827545523643494
176,0.2848741412162781,0.5337360501289368,0.3511560559272766,0.5925842523574829
177,0.2844778299331665,0.5333646535873413,0.3407677114009857,0.5837531089782715
178,0.28442296385765076,0.5333132147789001,0.34332937002182007,0.5859431624412537
179,0.2839757204055786,0.532893717288971,0.33887341618537903,0.5821283459663391
180,0.2837420701980591,0.5326744318008423,0.33923232555389404,0.5824365615844727
181,0.28328409790992737,0.5322443842887878,0.34426480531692505,0.5867407917976379
182,0.2831461727619171,0.5321148037910461,0.3415258228778839,0.5844020843505859
183,0.2827308475971222,0.5317243933677673,0.348356693983078,0.5902174711227417
184,0.28358232975006104,0.5325244665145874,0.3404841423034668,0.583510160446167
185,0.28268861770629883,0.5316846966743469,0.3452286720275879,0.5875616073608398
186,0.2825866937637329,0.5315888524055481,0.34006571769714355,0.5831515192985535
187,0.2830701768398285,0.5320433974266052,0.34118008613586426,0.5841062068939209
188,0.2822299897670746,0.5312532186508179,0.34040915966033936,0.5834459066390991
189,0.2820529043674469,0.5310865044593811,0.3405997157096863,0.5836092233657837
190,0.28120166063308716,0.5302845239639282,0.34143975377082825,0.5843284726142883
191,0.28234389424324036,0.531360387802124,0.34063372015953064,0.5836383104324341
192,0.2811146676540375,0.5302024483680725,0.3443693220615387,0.5868299007415771
193,0.28086864948272705,0.5299704074859619,0.34556400775909424,0.5878469347953796
194,0.28160133957862854,0.5306612253189087,0.34285682439804077,0.5855397582054138
195,0.2814619243144989,0.5305298566818237,0.3420805037021637,0.5848764777183533
196,0.28009235858917236,0.5292375087738037,0.3398921489715576,0.5830026865005493
197,0.2801036536693573,0.5292481780052185,0.3422722816467285,0.5850403904914856
198,0.2796016037464142,0.5287736654281616,0.343862384557724,0.5863977670669556
199,0.280281662940979,0.5294163227081299,0.3449610471725464,0.5873338580131531
200,0.27967381477355957,0.5288419723510742,0.3415311276912689,0.5844066143035889
201,0.2793767750263214,0.5285610556602478,0.3435479998588562,0.5861296653747559
202,0.2789824306964874,0.5281878709793091,0.34248942136764526,0.5852259397506714
203,0.2795542776584625,0.5287289023399353,0.34172549843788147,0.5845729112625122
204,0.2783285677433014,0.527568519115448,0.3415984511375427,0.5844642519950867
205,0.2795139253139496,0.528690755367279,0.34316501021385193,0.5858028531074524
206,0.27865514159202576,0.527877926826477,0.341705858707428,0.5845561027526855
207,0.2786521315574646,0.5278751254081726,0.34427130222320557,0.586746335029602
208,0.2783668637275696,0.5276048183441162,0.34090304374694824,0.5838689804077148
209,0.27707722783088684,0.526381254196167,0.3536711037158966,0.5947025418281555
210,0.2783350348472595,0.5275746583938599,0.34169477224349976,0.5845466256141663
211,0.2782948613166809,0.5275365710258484,0.34257349371910095,0.5852977633476257
212,0.27724432945251465,0.5265399813652039,0.3413103520870209,0.5842177271842957
213,0.2768149673938751,0.5261321067810059,0.3433222472667694,0.5859370827674866
214,0.27691176533699036,0.5262240767478943,0.34370410442352295,0.5862628221511841
215,0.2771962881088257,0.5264943242073059,0.3458794057369232,0.5881150960922241
216,0.27689802646636963,0.5262110233306885,0.3468117117881775,0.5889071822166443
217,0.2766452729701996,0.5259708166122437,0.34449025988578796,0.586932897567749
218,0.27617016434669495,0.5255189538002014,0.3415569067001343,0.5844286680221558
219,0.2761412262916565,0.5254914164543152,0.345955491065979,0.5881798267364502
220,0.27514907717704773,0.5245465636253357,0.345220148563385,0.5875543355941772
221,0.27608683705329895,0.5254396796226501,0.3433379530906677,0.585950493812561
222,0.2761150300502777,0.5254665017127991,0.3538515269756317,0.5948541760444641
223,0.27624931931495667,0.5255942344665527,0.34847626090049744,0.5903187394142151
224,0.2750259339809418,0.5244291424751282,0.34587427973747253,0.5881107449531555
225,0.27448487281799316,0.5239130258560181,0.34470313787460327,0.5871142148971558
226,0.2759387791156769,0.5252987742424011,0.34447628259658813,0.586920976638794
227,0.27562960982322693,0.5250043869018555,0.3432932496070862,0.5859123468399048
228,0.2741139531135559,0.5235589146614075,0.35011011362075806,0.5917010307312012
229,0.27515092492103577,0.5245482921600342,0.34434598684310913,0.5868099927902222
230,0.2745344936847687,0.5239604115486145,0.3426273465156555,0.5853437781333923
231,0.27410003542900085,0.5235456228256226,0.3459199070930481,0.5881495475769043
232,0.2731032967567444,0.5225928425788879,0.34396791458129883,0.5864877700805664
233,0.27300846576690674,0.5225021243095398,0.34613069891929626,0.5883287191390991
234,0.27341020107269287,0.5228863954544067,0.3433811068534851,0.5859873294830322
235,0.2738081216812134,0.5232667922973633,0.34489646553993225,0.5872788429260254
236,0.2731494903564453,0.5226370692253113,0.34877121448516846,0.5905685424804688
237,0.27332213521003723,0.5228021740913391,0.3492899537086487,0.5910075902938843
238,0.27349919080734253,0.522971510887146,0.34355711936950684,0.5861374735832214
