epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.6767879724502563,0.8226712346076965,0.548109233379364,0.7403439879417419
1,0.4811718463897705,0.6936655044555664,0.4612217843532562,0.6791331171989441
2,0.4485379457473755,0.6697297692298889,0.43644505739212036,0.6606398820877075
3,0.4321025013923645,0.6573450565338135,0.41336268186569214,0.6429328918457031
4,0.41998395323753357,0.6480616927146912,0.40271228551864624,0.6345961689949036
5,0.4120211899280548,0.6418887376785278,0.3924408257007599,0.6264509558677673
6,0.4036712050437927,0.6353512406349182,0.3879861831665039,0.6228853464126587
7,0.39746373891830444,0.630447268486023,0.3812596797943115,0.6174622774124146
8,0.3919653296470642,0.6260713338851929,0.375814825296402,0.6130373477935791
9,0.38743358850479126,0.6224416494369507,0.37129050493240356,0.6093361377716064
10,0.3827015161514282,0.618628740310669,0.371980756521225,0.6099022626876831
11,0.37905076146125793,0.6156709790229797,0.36497995257377625,0.6041356921195984
12,0.3761809170246124,0.6133358478546143,0.3626128137111664,0.602173388004303
13,0.3725370168685913,0.6103581190109253,0.3594452738761902,0.5995375514030457
14,0.37021583318710327,0.608453631401062,0.3572859764099121,0.5977340340614319
15,0.36721789836883545,0.6059850454330444,0.3550877273082733,0.5958923697471619
16,0.3651096522808075,0.6042430400848389,0.35911083221435547,0.5992586016654968
17,0.3633062541484833,0.6027489304542542,0.35219457745552063,0.5934598445892334
18,0.36058640480041504,0.6004884839057922,0.35061949491500854,0.5921313166618347
19,0.3596571683883667,0.5997142195701599,0.34890469908714294,0.5906815528869629
20,0.35771051049232483,0.5980890393257141,0.3512101173400879,0.5926298499107361
21,0.3557277023792267,0.5964291095733643,0.3546627461910248,0.5955356955528259
22,0.35459473729133606,0.5954785943031311,0.3449380695819855,0.587314248085022
23,0.3531062602996826,0.5942274332046509,0.3472614884376526,0.5892889499664307
24,0.35140424966812134,0.5927935838699341,0.34404999017715454,0.5865577459335327
25,0.34971562027931213,0.5913676023483276,0.34176215529441833,0.5846042633056641
26,0.34919634461402893,0.5909283757209778,0.34301456809043884,0.5856744647026062
27,0.34753578901290894,0.5895216464996338,0.3403245508670807,0.5833734273910522
28,0.3461500406265259,0.5883451700210571,0.3395596742630005,0.5827174782752991
29,0.3452083170413971,0.587544322013855,0.3383539915084839,0.581682026386261
30,0.3440874218940735,0.5865896344184875,0.3376949727535248,0.5811152458190918
31,0.342841774225235,0.5855269432067871,0.34391307830810547,0.5864409804344177
32,0.34255602955818176,0.5852828621864319,0.34734758734703064,0.5893620252609253
33,0.34159862995147705,0.5844643712043762,0.33724257349967957,0.580725908279419
34,0.3407893180847168,0.5837715864181519,0.3360009491443634,0.5796558856964111
35,0.338819682598114,0.582082211971283,0.3348398506641388,0.5786534547805786
36,0.3385109603404999,0.5818169713020325,0.33907550573349,0.582301914691925
37,0.3380644619464874,0.581433117389679,0.33427563309669495,0.5781657695770264
38,0.33676275610923767,0.5803126096725464,0.33300134539604187,0.5770626664161682
39,0.33629074692726135,0.5799058079719543,0.3327929973602295,0.5768821239471436
40,0.3354533016681671,0.5791832804679871,0.3316524028778076,0.5758926868438721
41,0.3345142900943756,0.5783721208572388,0.3316417634487152,0.5758834481239319
42,0.3337528705596924,0.5777134895324707,0.34174710512161255,0.5845913887023926
43,0.33328044414520264,0.5773044228553772,0.33797499537467957,0.5813561677932739
44,0.3325200378894806,0.5766454935073853,0.33102184534072876,0.575344979763031
45,0.3316546082496643,0.5758945941925049,0.33071184158325195,0.5750755071640015
46,0.33090245723724365,0.575241208076477,0.3297521770000458,0.574240505695343
47,0.3304053843021393,0.5748090147972107,0.3341089189052582,0.5780215263366699
48,0.32958492636680603,0.574094831943512,0.3294811546802521,0.5740044713020325
49,0.3288993239402771,0.5734974145889282,0.3292335867881775,0.5737887620925903
50,0.32841166853904724,0.5730721354484558,0.32915666699409485,0.5737217664718628
51,0.3278554677963257,0.5725866556167603,0.3316468298435211,0.5758878588676453
52,0.327058881521225,0.5718905925750732,0.3280258774757385,0.5727354288101196
53,0.32672202587127686,0.5715960264205933,0.32892873883247375,0.5735231041908264
54,0.3257386386394501,0.5707351565361023,0.3273591697216034,0.5721530914306641
55,0.32564491033554077,0.5706530213356018,0.32818520069122314,0.5728744864463806
56,0.32469412684440613,0.5698193907737732,0.3276117742061615,0.5723738074302673
57,0.32484593987464905,0.5699525475502014,0.33443450927734375,0.5783030986785889
58,0.32360783219337463,0.5688653588294983,0.3308638632297516,0.5752076506614685
59,0.32327261567115784,0.5685706734657288,0.32752543687820435,0.5722984075546265
60,0.3229281008243561,0.5682676434516907,0.33523210883140564,0.5789923071861267
61,0.322114497423172,0.56755131483078,0.3268390893936157,0.5716984272003174
62,0.3220510184764862,0.5674954056739807,0.33373066782951355,0.5776942372322083
63,0.32196879386901855,0.5674229264259338,0.32615378499031067,0.5710987448692322
64,0.3207496106624603,0.566347599029541,0.32562345266342163,0.5706342458724976
65,0.3203236162662506,0.5659713745117188,0.32672420144081116,0.5715979337692261
66,0.32028669118881226,0.5659387707710266,0.3279724419116974,0.5726887583732605
67,0.3196159899234772,0.5653458833694458,0.325564980506897,0.5705829858779907
68,0.3191111981868744,0.5648992657661438,0.32681015133857727,0.5716730952262878
69,0.3186722993850708,0.5645106434822083,0.3248879015445709,0.5699893832206726
70,0.31811124086380005,0.5640134811401367,0.3252653181552887,0.5703203678131104
71,0.31785866618156433,0.5637895464897156,0.32607749104499817,0.571031928062439
72,0.3175869882106781,0.5635485649108887,0.3258616328239441,0.5708429217338562
73,0.31708094477653503,0.5630993843078613,0.3253353238105774,0.5703817009925842
74,0.3171389400959015,0.5631508827209473,0.3288426697254181,0.5734480619430542
75,0.31621643900871277,0.5623312592506409,0.3244382441043854,0.5695948004722595
